creator_tx_hash,creator_epoch,creator_time_utc,total_to_bridge_ada,bridge_outputs_created,matching_exchange_like_feeders,matching_feeder_count
c866603895b4cc3a55e644296059b1efee59e4b54056b2f0596bf921e02264a0,233,2020-12-03 08:06:00,113187.076519,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
8c6e6a283e001ef1d9aca82637bc28fe2e9b2f6282cd51f507deaa421efb06bd,233,2020-12-03 17:17:07,126374.146519,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
ffcbe119e3ba14fb250c02f2326d718a3ac64a787a6d337a91909156566c9017,233,2020-12-05 21:49:45,175123.135119,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
4d94dc1c19b5023b1cdde2dfa568027a8cfd6412e91c5e59808d56db811cb8df,237,2020-12-24 09:46:00,182808.095241,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
895e414c669197bef8d62c51e9bc9badc0c230f154d478c19b344f119c425f23,237,2020-12-26 02:55:15,147295.430311,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
24202f800d6da7dcbc1606ca9849b934ce37ad996f46f5d36f31edf5b4226528,237,2020-12-26 11:27:08,23922.618669,1,Ae2tdPwUPEYzVHQv8wwcarP2rxb72JNC76oECfWrZN95XLdBTiFxTD3gmeg,1
aeaac8795e6d57cba79846c0373fe6c42dae5bedfc0101fd948e062703b763b4,238,2020-12-27 06:21:16,199889.620474,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
2fece2a24ae0d55f391881e4d9e9c830090321765b5cffb3928bdd22c90100dd,238,2020-12-28 17:57:34,15124.604504,1,Ae2tdPwUPEZAV7ZwRu8iw5epXZBgkVYCZUBy4d4nuVEs1VHkymEShw5AMo3,1
b70d36a9fe3af57f0a6168596efaf051b1cc7c90c360fe9b2900f2e8be59e17a,238,2020-12-29 00:38:18,20661.452202,1,Ae2tdPwUPEZAV7ZwRu8iw5epXZBgkVYCZUBy4d4nuVEs1VHkymEShw5AMo3,1
357e1d3a1ba079bcd27b7ee302da0abee64348751546b68a2914421e38a131ba,238,2020-12-29 05:08:48,240007.846519,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
ea6216002dd57194897a58c1db99bb72e880a91ea7775f1e15ac53a83389a0dc,239,2021-01-03 15:32:25,116096.977691,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
7a1b8276e3d4a36b32ca718bc03251e5412c72c5d25b49f9a1aa5c04474ffb37,239,2021-01-04 23:01:50,153178.050142,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
f9206e844175a96a1b8ba05ce467e314459bac386224a99c1ff5072a10bfacd2,240,2021-01-06 05:02:09,752149.646189,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
e493e416d35b9342c980a06bb31416bd9dcda79e3564cb42d895585dabc574ac,240,2021-01-07 01:11:10,535546.844905,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
3360b116a177e85391ff30ea3c9412b1def16f6c5f86df9fd60cbc9574eebabf,240,2021-01-08 13:09:43,534088.348319,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
127137aa0a13038aac36975239bf1945fd90b07b998dcc121997caf9c6b7e046,240,2021-01-09 02:04:27,576252.720485,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
b4ff8a557864b43f12dbac4087c4f973fd9a5ad16b07ee408386da4bca78e37e,241,2021-01-14 13:06:30,639357.350519,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
739d7dc46f8c4692188b72f8405810bb6ed79c3019d3df872f943da23ed148dd,241,2021-01-14 18:11:11,774300.804476,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
3ac654c4e6b09c45042284cffce66bd3518af252188643fde2660f25ea5f3caa,241,2021-01-15 05:09:01,578814.909745,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
ff4721aa3fe32754a3a7184c8e7b4b907231736ccd21387eab47fef3e729e2a6,242,2021-01-16 10:14:45,502248.571877,1,Ae2tdPwUPEZ1rpDXLf1okRvb7jXPqTSVnznkay4JwFX5g3Cvf7bT75zsN7J,1
5bcd185924b0585a9c9619e4df8991898274c0e7ec20670846a2bf25f783fe3b,242,2021-01-18 01:40:24,526258.693671,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
be5ebb2946d0910d2372afc0b8abc993af1d2b9736495f1c3f97734164b8348f,243,2021-01-21 00:18:25,539168.935756,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
b8ade8bc2b36561ac8bda12ba502ceb697d7d4d07196f37c5182dbfd9f5a9857,243,2021-01-21 22:32:27,558546.706867,1,Ae2tdPwUPEZ1rpDXLf1okRvb7jXPqTSVnznkay4JwFX5g3Cvf7bT75zsN7J,1
2319bcffdf3178a93239d77ab799eef4b3b59fb32c68925ae00fb949648fa297,245,2021-02-02 11:35:51,614159.644855,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
3c0944424afaaf509828592221000329e181b53e696063d512c5fa808b7bc796,245,2021-02-03 15:04:27,565805.161544,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
f7ffe89f3d8b012149ded454f239f1a1494a1f0e0496bbdecee94c5e0c1e2b35,245,2021-02-04 01:12:22,665703.201301,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
47fa5a039d59b6fb0490474cf3d9da30be6a5d21c5f9f227ed111b9f0ce49fb1,246,2021-02-05 00:29:07,632784.908419,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
98096913b409b751b3c825f3c0da24e40ba8561d8932337e22a849ba64f328f1,246,2021-02-05 10:25:27,616200.594719,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
febf6f6419810aad81d97ca780e6e574fcc1009ce32bd7983adfd2c6f3359f80,246,2021-02-05 12:57:20,506572.428330,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
6509d6f6dce8b703573b9300ecb46b44c4f64cddf10b9fa6854a247f06c2bb83,246,2021-02-05 23:04:31,615055.844369,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
897116b1ea888b7bf942ad309e1190e4262d3e2f31847a9ae7e8d0d0dc5c07d5,246,2021-02-06 01:56:33,622662.135719,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
4aa9106dfc069c155b9f0e2c908f77d1c3d58409accddef3246df081a2ef8b28,246,2021-02-07 08:16:29,515383.208144,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
59acc4f32efc5e3ce554053d45061aed5d7d210826b35288d1468daa72856806,246,2021-02-07 09:28:08,509618.482769,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
279f40b46e72a07f992c82357cd2c19bf59a5ebfd46c4a7ab072f21c12af1d29,246,2021-02-07 21:38:29,725035.193539,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
7111c3ca61971da0e401ec76965cb9e7622685224cc224ac224add55bf804c08,246,2021-02-09 16:35:45,658005.843019,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
0aee59c0c8b6dab1df09cb8a0bca0967672f1ec5d10bc146969a55ca5deb371c,246,2021-02-09 19:37:05,581650.748419,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
4157cc2f7c455eb03bc91c79208746792682f9de06574db50f29ff18bbaa8440,247,2021-02-10 07:11:31,516006.046975,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
663488f2696d02db4cb9ac7cd994a14431be602c00e045912286b282923d94c9,247,2021-02-10 10:23:11,518545.191765,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
5b7e2293e20f00e2d7863a3a728eb9f80da714de3d14a0242979461e70a242bd,247,2021-02-12 16:06:03,528550.611119,1,Ae2tdPwUPEZ2vx6VDn44iuaUPqmNxVdittFPkAFkGgkMk4oce7aqvycLeHc|Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,3
e5ad1422fb108926e15acc533dc5f05907df7fc379cb70341f0042fe3486082e,247,2021-02-12 19:48:48,724104.660822,1,Ae2tdPwUPEZ2vx6VDn44iuaUPqmNxVdittFPkAFkGgkMk4oce7aqvycLeHc|Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,3
50025b2b58a19b14c8e73d31e6eb718622616885fdf77a2797820ff92648eb4e,247,2021-02-12 20:58:58,610004.419319,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
e2b50d8032aee1bae4f29dc4f951ae8b86ec31ff9cbf05981f9e610744895961,247,2021-02-12 21:29:51,525282.959769,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
906aca8443f10591e9fef1beec94aa3073b026bfdf552d88f33eb8bb883d2eb3,247,2021-02-14 20:41:31,689267.305469,1,Ae2tdPwUPEZ2vx6VDn44iuaUPqmNxVdittFPkAFkGgkMk4oce7aqvycLeHc|Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,3
0a002491ecdee9db6154e3b01a6f8303a68f0d21f46d4c6f5cb2c505d936b40d,248,2021-02-16 04:01:31,173917.448260,1,Ae2tdPwUPEYzVHQv8wwcarP2rxb72JNC76oECfWrZN95XLdBTiFxTD3gmeg|Ae2tdPwUPEZAV7ZwRu8iw5epXZBgkVYCZUBy4d4nuVEs1VHkymEShw5AMo3,2
9c55400e7b2455a25657715de179ad889fb98f4b46342ef1f89e7e4e47bc0692,248,2021-02-16 12:36:01,505084.602509,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o,1
f0af3b72087fa82a95878bfced945670b6e2644cdeebb050717b3fe1d12a7bd7,248,2021-02-17 17:53:44,544593.057082,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
d309b3face4b7813261b3b604696a1f778bf56b0ec7e24397645f72e11864a6b,248,2021-02-18 02:22:33,537312.460719,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
bc4c3fb2fa33f55e28b7d887038e8555d86286ae905eee60fc2e78f366569ebf,249,2021-02-20 02:39:17,840017.170169,1,Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,1
fa5fda97804336423d28e694211e7baa4cc5a6852d07f03899842fc5947dd18d,249,2021-02-20 07:33:47,516876.460942,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
4e8bf453626d827bddc1fdd69bfcb3bdfdd2848a6bf05c857bfac1369e718ce0,249,2021-02-20 14:01:27,591320.551669,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
bb43a40e5d71664550e63bda4ed79b1207a71c19b19a804fed3a2bad997cba8e,249,2021-02-20 21:06:56,709173.825515,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
8f5b7059f3d863070af6ca8ed12124d8f65d170cb199bdacb8d4e77d29d8a9b7,249,2021-02-21 04:03:31,513875.770819,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
4a419d4ba0661b143723eb60369e788fcd7883318229e4c14235c94ed78983cc,249,2021-02-21 17:11:42,535712.160869,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
ad633b3d52ea7fdc86c8c8469d7a484b8a82affb91a2afa93c8e305b1a2facce,249,2021-02-21 21:54:42,646845.558540,1,Ae2tdPwUPEZ3144Xnww5Et54apKUr9go5s3pL9SUdAU4E5igRZPj1Gfa66o|Ae2tdPwUPEZJCGuAQyPGCMUXS4XH9DZdH5sfPPruHi6WRtmKAw79bH25nF6,2
