address,has_script,qty_night,utxos,pct_of_supply
addr1q9dye3w37cy0zg0avudvtx66aywt36f80sl3jx4tjy0hzk04k6wpuu90urkdj5rxtkjd39dw3num6s7k9229s50peucsjxeqda,false,655976.273341,2,0.0027
DdzFFzCqrhsgsBMfoutveYMJk14Lt4gKbPBe2jWZMCq8CUaUE3J7Y2ArTLXanLm76XMF6i3BKzaVNTq9jrtx8JgPCtnTU8vW3zG7ZftT,false,654879.508848,1,0.0027
addr1q9853ufc68xhsycm5k3sprgmrkjvn83jckw0rffc7lpcqdv07rjs2nerlx8wn4ep3phez9947n8k8hjm6j5r8u2xw84sqtm7dy,false,653684.774591,19,0.0027
addr1qyme3nq7zr244hzjpuzuay2syz2hlf59zlpewkw4wkgd3hc42htpydan67jek8kzzq04e5t6xgfmgscz3zhfskmm7ukqj7397l,false,653386.541604,1,0.0027
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwdgfdw24e5ev96hh47mz9sumua09xhe2g4adsqduzsc98zs2w9qsk,true,652918.181503,1,0.0027
addr1q8yh3tlqeywg8p3l7n5sls2gn5cd96tga8m6dyddxvny6udgfdw24e5ev96hh47mz9sumua09xhe2g4adsqduzsc98zs09rys0,false,652918.181502,2,0.0027
addr1qyzvx929z795rtqp77xdehp3y6gxn9ftqct7nmedalvcrjmyaalzx473xl27p76wrgllnyd48u8xynvj8v2utj6pjvgsdv57k9,false,651350.39,1,0.0027
addr1q86xrjm3xsvx0s92g353gtmqqyz4nrldupfd6elrht93sfj0j6p88rm0t4yd9c5cnhdemapc055erzxx4c8jutnxfjfq273p85,false,651000.0,1,0.0027
addr1q8kcamyx5xa3df7lyu3eldu0jnrj520arjc3f78nx7sy5cxfcm3kugwsuksmmgcr9a76chwn7flxwhf485lyppt2rk8qchyu9t,false,650343.604,1,0.0027
addr1qyg5rjeywe69kxe07pvzwxqluqv4n6rtcw69fumx7cp3n5y9gfqzwe7pcry4gg0rfctepkwayr5v95hx6cx8ffzzqvaq92z455,false,650322.738382,37,0.0027
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwwrpu93d2zkvsqhywgzdsgs60ds9ymxw4t9mhgha7z3jv8qqket6p,true,649449.763245,1,0.0027
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwgvf5vuyr2ey0mzv8tg7scx4wyq6p6wh03ffg6v5uw3vvqsskkqhy,true,647214.431685,1,0.0027
addr1qxkrqaynh39ya0tl6fta8rxzu6xpsjt36jkcnnd0en2gzv83h24cwz9g6uvzqzkazm2krx0rwh65ymah8ax3g52fytqqmlyltp,false,646648.978215,1,0.0027
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwdgfz2uujas0zlp60j9k59jnx9sfze44m7s4qhv7d6g8ayqcyctny,true,646122.905027,1,0.0027
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwv2c8er39cr9p57sa4v0mx3tgh7p5enetxq47yead7yrncq52842m,true,645560.912021,1,0.0027
addr1qyx80n0u35hw7948g8pw4evwj5fzchaqvawayvmmf92rpdqgg3dc6xezh9e0rxpg6qgk45x2ngquv4965cwglhc5gkjswzqkja,false,645143.694676,27,0.0027
addr1q973pfddwgtyj44458f2j4xwersc3s8c7smgvjgdua98tqxkhc7f27duqrvgnpx30tlc68h40ve5guj0emwz8cpxcu3q4ykhkc,false,645085.490807,27,0.0027
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwgyywjyva5gpflzwnj9z87evl9xm5wtzgcchnaudr6z3ykqje46js,true,644383.4572,1,0.0027
addr1qx6fzqzlspx7hysp2e72mgjyfkk4kfmgv3gnq62tdulngh678tl65dpcudkjucak0zcux5vn2vurywxyfph7e6llxcjqjqwvwj,false,642366.003356,19,0.0027
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwvcpd3jpe95k569ps44wlfd343c7qflkksllr7kr73rq9gstu90yf,true,641733.317016,1,0.0027
addr1q99vpfy3zcj78q3j04yjye8wcwwp8x08mel9me4p5yppqtjvqxgsesygwt609m9hnuaqp6gmwx75auv99pc70vw3zudsj3f2xl,false,641345.719594,15,0.0027
addr1qyy7guc38532kae5uep6ma7l8ycqgsp9svuw90lvqs9fksg6kqd8t9v3k7ft4ez4ld7fgx2swauxa5cguzp3z799mp7q479vmk,false,639865.6122,3,0.0027
addr1qykzjh8kyk3nwqzr6zare0mp0k33t092yvym0q6twww9snkxglsrtcxu3f9ed4k5sadj3wpuhjfg7skjtkrpycrnmx8q7swwjw,false,637477.159483,32,0.0027
addr1q9vrsy6t4rk0ryfh0s35v3pp0aegk29udh95d4z958l7vn4sd0qpvvwfnlp2504gfz07nyx9wjf3rzqlmjcvfe4wuyusagc9nr,false,636688.277443,3,0.0027
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwf5cpkw8zt8k8qnzsa3tzuqld5z5txqqql65gr7nnrucvvsmpjw4r,true,635328.534193,1,0.0026
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwwqg9zqc95yrdrqgg9gh9nrm4amf8j9xdmvdzu2t6j6xlzscrchk5,true,635152.953496,1,0.0026
addr1qytfxu4cztug0lap7gjd6t5vr6lufqwuh4gkmsfvdywh5hs2s8cgs074h5xn52paew6wgy6cavmsth2lpwn6xjhvt60qwpm63u,false,635041.706926,18,0.0026
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwg84p6ztx5t4kgdv7jyv2sm0juz96qchp3wpcznut53lr3s93ypcq,true,633390.516028,1,0.0026
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkw2exuyn8ukdfzkfjt0kf892q7tn7jew8ayk0npsek6a9smq98e04v,true,632271.500214,1,0.0026
addr1q9m348czmkawsstue6j0sd62hc7tc7ylnhjtkw2scaraza24adkyfhph0cpyzyzs2k4wvgfczvhpqh2t9uec29wxnvdshm539z,false,632038.030191,4,0.0026
addr1z9ls2t8uuwa8w8xz5sfupxj2c3v0cj90gyyfy7m58hnxt8cdnx54hcz0mfmqxynectt9hkftj3lsv8alace3wd6cdvcs6zps59,true,631940.832042,1,0.0026
addr1q8zy66g90se6n4z8ejanqhvftpvh922yrr5e42dh20zzpq4latuwde30gz6y06nwyxj0n79umw006k5qfwt29w9j6mzqns67km,false,630736.006186,9,0.0026
addr1q9w5arttutx7rpugj04var9ptv82z5eh7e3gg03tlj70ulte3mrpd2d4p2lark3dqwrvf56uzqqz6ghutfrhy6922pqqzgqp73,false,630495.09617,40,0.0026
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwtslp9pnv47vtcfamfv2khvd6sgclma2es42dw4jj83p8wqf4dyw8,true,629081.485073,1,0.0026
addr1q965le9qw270hvmga5d99ker59gunmg5gwwlg470qvr7s5tslp9pnv47vtcfamfv2khvd6sgclma2es42dw4jj83p8wqwcjs83,false,629081.485072,2,0.0026
addr1qxqp9kvuaar67xlc2qp0r6z648xwrt7yq4anhv7y7hzgknqma83eglkmz3sdntg0hj3qe9rz2e6k4q5wj08tcve09r8s0vms2s,false,628546.47047,2,0.0026
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwgma83eglkmz3sdntg0hj3qe9rz2e6k4q5wj08tcve09r8su86zl7,true,628546.47047,1,0.0026
addr1qytlgzfe7eztwaytca7g54gt0hymvjp5l823unczn89qwfswtzsh76ekj9rcxg65n5jzhv40lr3vuzcquxn3h3drnkusjp96fa,false,627586.02115,4,0.0026
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwvuyp4zh98w9vuve5akeese2xqe0ye73flfseatq26zxmwqajn2lh,true,626367.050526,1,0.0026
addr1qy52qaj74aqu6jmszdq0ed4xfs57lxankxppys0yr8wjsl4r8vl52fyqlt5ek2emeqgsjjhrc7gmd6v0wpgslw3fra5q6h5ywm,false,625937.124847,4,0.0026
addr1qxwnqshlt7459lgak89hvspx6uz0qcreqwp9cq4uppg5e8ez7atnkht6gga0y2vre3692mjq4ej4hluqfkqt9ysxslmqtg84qk,false,625052.232021,3,0.0026
addr1q94km5m70r5pk557rxf3uenv39surugmk0vca20dr8pum0lrzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0sumtl3g,false,625005.0,1,0.0026
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwf6vkgpnp9e0kklrqd2fr78andspwxs75nuk0qg37yw7e2q7umgtv,true,621500.954565,1,0.0026
addr1q96j7kdu748n3dh5ezpdp80kg07cl38w3jyaa5jks3ltczewc2c2a0deknvg7un3jn6uql247wz9c5dl5x3mq8ql9suqn9yvyr,false,621372.0,1,0.0026
addr1q9h8xag7nfsadvk9ys7qxjj5h70ngcdj0lglupjumdg5znj8xf09zq4xmlzktywz8zpf2zv769n32pnqy6rjgj0g7zysxv0d6f,false,619409.9959,1,0.0026
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwv4yydtjsj8m54xuy9gh4utqqf42vn8d9uulyj4cakex3wqk5h63l,true,618790.503645,1,0.0026
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwdpj59azm72c3223np3mu07n5h5un583u0ywlk8pewjj74q9cjsqp,true,618345.388358,1,0.0026
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwwl9npflry87ghead8h6fqyzmz2qh2vh6jwh5y6fe4k0ckskk79an,true,618283.362859,1,0.0026
addr1q8tev9g854p8dy7rlnnhl2pusckc4qfdkh9qwz9vdp2l4fwl9npflry87ghead8h6fqyzmz2qh2vh6jwh5y6fe4k0ckse9ww6w,false,618283.362856,2,0.0026
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwffjtfq9xf7hepf8tucq286svc5crzkhl4v80kwnwmst29q3aju7k,true,618043.008018,1,0.0026
addr1qyy2h03rj9ahmcfv8048py3elgxgldcekr69d9p3s3jpq66p9a8pj90d7vyzfap6a8w9akllrymv736rzc6m8padu45q5aawfu,false,617351.140877,3,0.0026
addr1qxa5lfwq3s2hw5k9e3w4nd28k8exgl62c7rmfqnl92769lgc3eq6ps6akjlwk56rlqd8p9n3t5v5yyrvqfmmeydvh9hqqgl07s,false,612388.660818,2,0.0026
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwgc3eq6ps6akjlwk56rlqd8p9n3t5v5yyrvqfmmeydvh9hqh6n7kw,true,612388.660818,1,0.0026
addr1qxvlu7qvdkllcwp3e7u47hyyaywsds6d59h7gys8lz9hkhtu4su24nmwlu3rvk787udfe5mvsxe334mdjgtxajlr9slqat4m85,false,612269.816879,35,0.0026
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwvvdhvtpna40ma3ghdqft6wfzvdf7qzzg9zsn9lntctdlqsyckdav,true,611531.13092,1,0.0025
addr1qxv3jd6nfea5qgu0mc095qfw676th2jc2pwd85dq4mn0zfwq4w84u4lr897p63qngnhe37yegem07fcdg33rl0hx960q7na5tl,false,608022.35742,1,0.0025
addr1q82f9klpcef9v9r387mz5raxpq6xpln5v3gy3qf364kkxzqnvsdcafz8qeytnls00ryv8xj9hfmdwsyprprzsmztmgdqfvvcvt,false,607660.467317,1,0.0025
addr1qx488ff6vczn05sc5ajfsjg0sqgydp0mmesx5c50zk8vm520j6p88rm0t4yd9c5cnhdemapc055erzxx4c8jutnxfjfq9naq3q,false,607437.388744,6,0.0025
addr1qypdv4ttlancq9uaap34wvxuevahdd5ftwd45xmtf8vzugngyuw8wa9aju72ssqky6x873auvprjha54uaj36f7shgns397zn0,false,604750.825289,12,0.0025
addr1q8l29h89q4ypwmnquc6th7gufapp2x6jg04krrr3jr8p656emz96ge24vtxj6zv4qedvavcgr0ywlqyu520fnl0d35tqy2vm5f,false,602784.261491,17,0.0025
addr1q8fdu2q879078k6fcpehjmsda48kj954qfg0g2lpfuqpklaqz3cmqrw97vx9zdwq739x257nhkeerm873r6wr99cwdtqz7k0yn,false,602561.967264,5,0.0025
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwtd537yjmnk0c9zpljqcnuxw2w8xmj5k0e0v73tetfxwups0xx0sj,true,602541.320343,1,0.0025
addr1qyem5tv75urptfwd4mrvtk5jzkvwpar4nweznpc98gr452l87tzylqemy0px420kkgmdexejp3pdkncdge79mz964y0qf9xnvg,false,602424.133334,4,0.0025
addr1q89sm5y5kw64nh2p9mvsk3p7kchlyhjx8wklr0kjlzpk5w38vcp95suhp4rkkf7k9r3qfye4f9tpv86hwqx0cscnsewsavl837,false,602330.534358,49,0.0025
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwge73vulc4kwc646xjtxqq9gj8ans4p3cdsqupk5j7thaaq4pnetp,true,601454.651782,1,0.0025
addr1qxaadf4cp4enjfyv8nzzf9rawdqu68a42396ffagp2zxytsrwk5gknz2vqr74kv4hsn0glq2522ky45npj9hs03lc7ksgf8z4g,false,600632.278877,4,0.0025
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwg36tu83qc9lf6yedf5257wd3fy5vclku66y802n842wszs7j5sh9,true,600461.391804,1,0.0025
addr1q8cpgndpwdas73rugw8gx7ges4sg94m04vzs7kqhwhp4d2vf46e4fcxvwgwrdwllyj7ng9344yr298mshlg07a9eyhjsld6mqc,false,600383.366693,2,0.0025
addr1qyxg08vpvgfa7g0w5kf8ww8mv25ecmpaswcdma6p5m9ll4t2h4zvenxtd39ajen4epwdxukurswgjfy8axjtpf3sx6eseuye23,false,600000.0,1,0.0025
addr1qy7wjhmkyqwz2vtl6nqttnwujtqx9j32rhr9rku8xfh25hhjegc44p74k9zyxajcuujamus5papq6k32zpspdaaltg6q75tfus,false,599233.525344,1,0.0025
addr1qx8cauv060uf922gmulw4lx2q2lyd6n0dtchz9zv9lr0y9rvtqenlfxlc74e6ak9urzy9s4rlk5802xhq0a8tzhnxynqwpncnj,false,598423.88,1,0.0025
addr1q98naqu3n2ya6457ga6jgksxt7n2h07ejggza4jmvrwqe9hckrhzhrr0xcdmzedaj52v076q353kjtgw5d5534gsl6yqzpxpza,false,598254.665658,35,0.0025
addr1qxg0gnknm9292662z6wvhzdajnfvx0963rh3f9968unum7awasj2edq9a5xhxn0wraj0z96p69sfl7py95dm2y2fctks8kj2fy,false,598010.0,1,0.0025
addr1qxpvl3glyudmhqdmswulpuf42l4uxtc4wrsushgs6z3kq96vjvwjs306y0xsfrfdf98qmsnudh2l5gxfxu99w9fuqsxsgs5x8a,false,598010.0,1,0.0025
addr1q8xaht2860cl848uc8ulp5kxlcqetwasnk33fm3ywcyz4f5lz0r2asrzvgdedqhyzs44xs84yynllfhtnlvejlcsl2ksfjuyrn,false,598010.0,2,0.0025
addr1q8argzx38xswav22g69l4k5px9pyymgujt76wwxc2wknyr7fmwjaarpk6cyneza58exdn0tzcvnaxqpd64zdz9d0wpgskpm8rc,false,598010.0,2,0.0025
addr1q9uz26f6r4lkyrpr56lqvkq9ew0m9yhux90qw5r9e74yz6p6k532qfxp74ed5p0elj8wtkmtgvth86wxw6znwh8xrkhsgfq3xr,false,598010.0,1,0.0025
addr1q9muxvn2agq06uj0axedjqvncwkq7mze3j3srth38jupt2r6ycc5utgav9yn55mxtqn26g3trqswl47vue0xuvke7p5qje9ne8,false,597753.293399,3,0.0025
addr1qx3nfnjuxfkrld9c7cphmwc7mjvzht8e0ukzgkm9zjp8th9n0zk3ygtv47h25deg7cdqyclqpwumtszmcvtqzx5ur5cqrxvmm6,false,596714.416257,13,0.0025
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkw2ydnw28vxhwfjnh4nq5hxxls8ym0at3y4qk7r7w7kcckmq64vms0,true,595317.027999,1,0.0025
addr1qxcg2vvwu4us2meh4wd93lvs8wtckat34jvay9hhlhckmnxr2gfwhlxh7awz8tnt0z6jz35zklvz6np36jg8mnzym6psr3epes,false,595158.89151,3,0.0025
addr1qxm2qljshdlacf80vdlwn7265jepwzne6vjjv5kf9m69rxyzszn6jchpz2u3x03pv0wcd420a5nruhv954x54aazdptsrf58tf,false,594878.432875,2,0.0025
addr1q8lspj2w5efrhjers5sm0zk2kc4yj2uhh7ks7e0zrx7pnuf28cgucmwpzekf2nzjevmy7ewmdu39lknzu9z43mkkx5asq7tna7,false,594364.5804,3,0.0025
addr1qykzjwv0vknekfrq3s0qeevmvq78n4khkykhv9qldg8znza30le6tud7lmu56kyacfq36xfh796sdx2srhg7ey4r0waqmsaktv,false,594279.810671,1,0.0025
addr1q8va4m3jtapt0lg7kujdru8t0facuhrghashsne749hexm359exheny9cmrdf30ywh29n09k0llh49tz3g7ufmnnplcsc80duf,false,593373.288838,1,0.0025
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkw2ct2nnnzxxfdx8gnnk2lgklwtfrcdu0u6u6ctfs4rwskes05pmsv,true,592727.453391,10,0.0025
addr1q8u6ljch8e8d8x5tett7zdkq6euspg4dnvlz00zm33dt7d0d37dkx53q5yd265zcdx93jqgwagavh0yx9qlxa4urr44sxffen2,false,591983.387106,12,0.0025
addr1qxvtke9w8hlfwah2q8hvxpcq24hwu93uk78u4ydfj85men44ryn7sshnqr3l7v6p094xng0fqqzfnzwlka45p9jxcq7qdulktm,false,591830.05837,1,0.0025
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwdgyz5rcrea5p2cnk98xa0aduskdmvwqmrljrhuf8pcg03se93hjy,true,586635.450117,1,0.0024
addr1q8mwr6gh9ttlpgu6vafwsqhtatzfxd474as2zaxrnw5ha304jmg5f8n82trga0zm0m8x93yu7c760tjpfayfawrzsavscpuqmc,false,586144.669666,4,0.0024
addr1q8zqs9edeyf5z5cw9v2f733e2ryukfl9tn583nyclxft4s2lphm8zw5vw6vsy236env3smsj3pcuf7p6ajt9dc79g6yqhr3rux,false,585692.9197,1,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwtcq7dmqu20hxxtcts5zkz7jaqrwua8claa2hrghvgnwnpqnw4yz0,true,583845.788374,1,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwtxxreywpmrm8na9fd95uuhlvqq5w9ewaz9kwttklzrl7ss2dnu9g,true,583702.669949,1,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkw0660mh97veshdzphffxuudfus3acf0h3zpdanxd7hm26jq5qd5jj,true,583485.137212,1,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkw0r3y02upxcj9yuchkvf9nh2pterpmlcxgpxzl90hgrwnlqzr5kyd,true,583255.377278,1,0.0024
addr1qxk87dsvlfwhwjc8fc4q2d63v8pqjrkucm0gm6x2ps3t778wv0kd7ls06n0kfqxgwlf630ttaa93ua4x42s84g4xleasa6xjag,false,582457.995639,7,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwgdd8vnjvatcth2t3mjza8va0skun7d3jwf6j2nx3vzuwxq0qs6yr,true,582002.232225,1,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwgkgctm26kzhukrc29cmh9zju7pdyt5al6qql7pfrlsdfqqux8sxw,true,581853.542967,1,0.0024
addr1q86v75s9a9yq8ufuqzmt3u0gl5udjemgqr7rxlwaxqty8f7z0tsv9n6dyal33sy2nhq2g9wpmjjvch0e2vl8elsna65qvjpad2,false,581265.052658,3,0.0024
addr1qyf9l9zhsj4xs5wx9n6saz3zcc5ug2up2kdl4hrzk73jc3kdsznhj5dpkw7s5urtjwmwq2r3crd49wlu9zl50577a9fq5tua2x,false,580023.066206,14,0.0024
addr1qxpte66r549qugr894cnj9egt2tk5gj50zt09a385efaujjmu7c9dyxzrnwsd4f0cucyr80wwst0e79war8dg7ntnykslfvw09,false,579879.816095,7,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkw2w73arg4ndxjn2et4x6g7p3xyzj8dm7zls266a2wz92skqasjt5m,true,579768.636596,1,0.0024
addr1q87lyhamga76jzyv8vgvtwknyx5v9rt3s5ezu6nrj007gmzw73arg4ndxjn2et4x6g7p3xyzj8dm7zls266a2wz92skqavx9vs,false,579768.636594,2,0.0024
addr1qxmdquchr3uthwufh5uswr8v0rm98egwnyqn6yxa8nljv2g0qvl0rgyf377jy5m4lcqvzyumz0e9dc2pf0wvrs48h4vszp37qz,false,579048.42136,3,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkw0tr6v7phm3whpuktt8awhrgvn3eer0622dgd32uj4jshuqdssdct,true,578707.730858,1,0.0024
addr1qxrwq7arxm0f4c6ut8m0j6x0uuk72008xg5vz2pda4sg2gv6wcs6y6vwadudc6zp5r4exr35w3vtsvu5eqzyyywsryfs4r330s,false,577933.134314,6,0.0024
addr1qxa069sw8ust638xupqt6rgl3t3ajdyqnhqpdvh6pcweu72ahwlgdl6pzdx4kfz6v7prfhm6c0exepxlk6pg7edn3lhqkqfjyg,false,575332.909035,1,0.0024
addr1q9a3pk5s66hzmke50ppmaz3s7q35s9qmm9lqrf37wmfrp39tt8zme0lqmnu68efnz368ekj5tdtu2gqzd7fn0h3ec2vqjwee0l,false,574981.168116,1,0.0024
addr1qyae9n6wdxna3xcpt5qncl55pezlm3u0c36m9d3m3jwn2wqx8lpr5j6xqr0qdpdz6x8whr5gad7txgxl4yplth2cehvs785k2y,false,574738.844221,3,0.0024
addr1qxwaz9f2698hsra3uy763mfuxsgh7r5yglw3x30sy89fa7745wgn0k4v66m2pagsn89j95ywrutv4e46yhavcpgceg5q3n2hu5,false,574014.448805,1,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkww7y99jz6fev5sca65ugpa5k7szkjuzfsv35yprns03538qnn727g,true,573824.670306,1,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkw22vm3p2ht8k2mhen5fhmw4axtmfl36720xllm9hk56dv3q20xe4a,true,572459.204136,1,0.0024
addr1qy0rnw4pgc8egr5cuka4hxt2nv0hpz3nf50pg7h4vq22vw62vm3p2ht8k2mhen5fhmw4axtmfl36720xllm9hk56dv3q9ppfyl,false,572459.204134,1,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwdun0e8hmgv88gpna3r6u6hcq90g5zgyksu4xv5tqv4kj0qdt6fhc,true,572181.119065,1,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwghldyrmhpea4hsqmnxnyx88q2vtrc8avvtru49xfefrlmqg403ud,true,571826.445627,1,0.0024
addr1x8vtd879xcmme7kmc3rfpqlhq67zj06dn53fvervtjsk0wlu8fyauwwxpsemmdm52t9qp00kgpnkqjldsaf5z47zkxks7gcmh8,true,571821.008335,1,0.0024
addr1qxzqv568q4xnta3k6clq0pc8y75tjm6nut6lwfg64pt3savmg39k7l0dhpeqp0ggrfuyvjuvlntkuu97xcvwca5v5avsleu0d9,false,571560.93947,42,0.0024
addr1q9q0urams03g0jwuw2c5gux0a0hctqytmv5y6pwgnemdl0ylz2l32thd2glexppu867r993aqhk8whqs4kmtlg06n6lqgd6rdz,false,570353.546082,3,0.0024
addr1q9agqfu93h6kgtjzw0uh8luwswm2hsp793xsez6q829l2ftp0kd26f83v7qfzzguzq47nesa5kqa76z9lpgy8vy85rases30gd,false,568160.461895,1,0.0024
addr1z8p79rpkcdz8x9d6tft0x0dx5mwuzac2sa4gm8cvkw5hcnr80qy5yng5v2qjjjsahekfqsch3n9wtjsefc96ct9gj0lsa5wpv9,true,568090.329236,12,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwvj4h70dpv0j6gl02lv62tumpxgpy3act40a298xvq3wkcshcqm0s,true,566576.689831,1,0.0024
addr1qy2l22xnm37nzzytqkgc65luw0n5egtn8htwxn9ykh73jz3z0xw3gr037xevjhs97pdrhzzmujygxavnkw5d9w2fn78suu9t7x,false,566530.334328,1,0.0024
addr1qy8zyu9wy09lpm55jut2dff3wltvyuz6qr9me7t9pz0j3vl4g8dquzy37qvvdwgs9szsq9lpy5d92hnc5fxdjcq8pqzs087m7l,false,566296.080093,12,0.0024
addr1q8zkj4ud4f5kvnvzj46jgz06ckqmxkcrk94fn4qzh4z22dxjn2trrpgj4h384h65mwsq25q6fk4wp0uc5r45h7pn7lxsvy07lw,false,565827.497556,6,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwwa7q0j7d240t2su8a3pmvpwn0adtaf9euldqs75lyk04rs3lzufy,true,565696.223053,1,0.0024
addr1qykpewmahztctmqtk2j4vjec9kdxmhuuv9vq2fs2qn69760pwufvma36v7zfyryfa9tdy0rzhulcvfmhpxa5ell5fsmqrxm493,false,565204.644539,3,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwwk55vpwrye9avgm8wv7t94w73w27wh9lmyyvfm366ngrxqcdqjh0,true,565152.192092,1,0.0024
addr1q96lhl2z6nl73h53s68vs285r8jx8yf6egdduxejy2grxpwk55vpwrye9avgm8wv7t94w73w27wh9lmyyvfm366ngrxq63dqrj,false,565152.192092,2,0.0024
addr1qx74tnnla9rxq45dfsghrs7usyng2kpgksgp3atjuk7mfv8wvckrztecp49p2avqjn4nvp7kghfm40qyq8suca8js06s7clunw,false,564907.0,2,0.0024
addr1q9gv88edrahz7w6qey0d2jmvf99dump8ngzq7nqw8aucc932fljjh37z6hkp6uvsw8zq48cz48ffm2pfk2zsnmlrzwmshxk762,false,564418.388077,4,0.0024
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwwj2zwlq5rfnc2z6srrd98rrqgx9nyc6aqnly3nk7hcqc3sh62wcg,true,563945.985929,3,0.0023
addr1qyuqrpgh4ln4hxym9fsqwrcplrg6pt39ke3nrw4y0dndu2hak5fsxk7yg9sz8wpu3yw9q86vgffutj3pjl3mrl5ulvssskkcse,false,562901.119311,8,0.0023
addr1qx5v9uxjk738e94n980plfjy3natmzgh562qhc30mg9rk7a0ad4xnnwshg6ru4zw8acvqvah5vl7wqrl6lh75p58n0pq3h6syj,false,562520.609802,1,0.0023
addr1q9g4gxld5vq6ha37qwpc4pygl8lgm7rr4c0dx24rluznw7fjcra02xtzmzx2fsq8cpzdgwu2ukyfgmf3ectxuv57c2tq4qejnv,false,561478.537633,1,0.0023
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwtg9mq2dmw2weqklwe299rcwgerwc8sd925mv4aswjq2rlqgzh7td,true,560534.321091,1,0.0023
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwd6qp96py6zvez3cqewczf5jhsqg3c0eadte4qh2anuzc4sfhazd8,true,560336.949423,1,0.0023
