merge_tx_hash,epoch_no,block_no,block_time_utc,root_combo,root_count,traced_input_rows,traced_input_lovelace,min_input_depth,max_input_depth
71a2c7e64d9977a7dc8c147d1946bac0459dca900794eb2684adc5253873aa7a,173,3756286,2020-02-10 21:25:51,emurgo+fourth_entry_781m,2,2,208501185820,8,8
5064432102393f87a20ec21f2c4a7565c89b7285bfa073d8780e3aa3e4ce600f,174,3756360,2020-02-10 21:50:31,emurgo+fourth_entry_781m,2,2,909219014,9,9
1da8dbf07a10d31a7f19680df789166257254358a2597b3a5608ac2f1ee65e42,174,3764180,2020-02-12 17:24:51,emurgo+fourth_entry_781m,2,2,200000000000,8,8
19b6fb6e930865d94bf36bbcdc693b9db3580ae2d829e8b9ded66b53b102887b,174,3764257,2020-02-12 17:50:31,emurgo+fourth_entry_781m,2,2,349800000000,9,9
ca4a8bfdfdf2508cbaf3ff551bb04ef49b57332c22010222f5b150abc967935c,174,3767260,2020-02-13 10:31:31,emurgo+fourth_entry_781m,2,2,7950109744,9,9
b56e4b180b7f07c50a29d44bc382802f3b6ae3cd865614adf6309ff025b4a5f6,174,3771834,2020-02-14 11:56:11,emurgo+fourth_entry_781m,2,2,200000000000,7,7
b3a04c6c2772ce445c7841fa91fc7142691540f423d8d0336a0d74e3b65d21fa,175,3795261,2020-02-19 22:05:51,emurgo+fourth_entry_781m,2,2,1213964000000,8,8
1bd75096691fa9ddd72cc8a9b2a342f91cef4668707deb40e5087a311d723412,175,3795396,2020-02-19 22:50:51,emurgo+fourth_entry_781m,2,2,398470000000,9,9
019caa484635b48c0d411efff6f9e2732e0d0753a810582f0a5b58de7447a580,177,3821829,2020-02-26 01:41:51,emurgo+fourth_entry_781m,2,2,820447606354,9,9
c53631731ecca94ba3e9f32ff80bb3dbb6ca5521699b1bed35e3688c874dae68,178,3860811,2020-03-06 02:15:51,emurgo+fourth_entry_781m,2,2,25000000000,6,6
9815276550178d4f4da40519485e42b81c6ebddd6187a46f8b24dda4f44d28f1,178,3861095,2020-03-06 03:50:31,emurgo+fourth_entry_781m,2,2,316351060,7,7
13bfdf03dfbb7c4e071f1689ee0a47e5d553bc84882bf2e1cff9b2a172bd88bb,178,3861275,2020-03-06 04:50:31,emurgo+fourth_entry_781m,2,2,6684777384,8,8
057d04029a45fce9ffe9bf7ff50dc681ac5e8bcb9e7c4c71a9568d380dd3dde6,178,3861455,2020-03-06 05:50:31,emurgo+fourth_entry_781m,2,2,191787286032,9,9
ecfc41190924e090cf7b08b6325d6aea9f9a3d4c96501bf66726c2866c043dba,178,3861819,2020-03-06 07:51:51,emurgo+fourth_entry_781m,2,2,237316634132,9,9
959f78ef90b8422f4bc306817fe8fe6068805437329a05a31c915bc5b64f1687,178,3862346,2020-03-06 10:47:31,emurgo+fourth_entry_781m,2,2,5871452294,8,8
8ee9a48204f61ddcd658f6641027f9b2136ae89ffd3ea77e03a54c8d88aa23cb,178,3862348,2020-03-06 10:48:11,emurgo+fourth_entry_781m,2,4,1289315196120,9,9
30b97c9a61277b171771cf8a0a0ea4e981b41d44386ebefe11e43b7b16743671,178,3862761,2020-03-06 13:05:51,emurgo+fourth_entry_781m,2,2,4113068858488,9,9
0c4c7c3e9ee89f2dc6a60f539e63b630aeb7181ec7ab788a3d34e76ea7af3fcf,178,3863512,2020-03-06 17:16:11,emurgo+fourth_entry_781m,2,2,2105035844510,9,9
8726d8178e29cad363702a6fcb3aeaf5615df935e46ac5eb290d0d97bbec68d3,180,3888471,2020-03-12 11:56:51,emurgo+fourth_entry_781m,2,2,24683304426,7,7
fb0c06a03f472599062c634141acefbe27e5283640b67a9c4828f851b08139ca,180,3888472,2020-03-12 11:57:11,emurgo+fourth_entry_781m,2,2,179014000000,8,8
bad0d3ab7e8d0cbb70e1cdf7a83ee8cf08ac42201258cf77fda3e6e951681a8c,180,3888491,2020-03-12 12:03:31,emurgo+fourth_entry_781m,2,2,1639226,9,9
33c98127ba0dcaed2f37b4ecaa3beb1d669f8fda773248a192ec3805f4910862,180,3892087,2020-03-13 08:02:11,emurgo+fourth_entry_781m,2,2,179013639226,9,9
cb7080bc5d729ad595736ed638be85c2e8e2ac77b48737b0031274b61792e857,180,3902997,2020-03-15 20:38:51,emurgo+fourth_entry_781m,2,2,20000000,9,9
50db816ec890b9f8417f7a3dceda97e7af7d696968e4ad4f163f0d2cfa4afac0,184,3980437,2020-04-02 18:52:11,emurgo+fourth_entry_781m,2,2,207591622292,9,9
841b7922b1d0206e2732a279f7340cd9bd71db5a33835ad77b30095fe64f6d97,187,4039045,2020-04-16 08:33:11,emurgo+fourth_entry_781m,2,2,205959738682,8,8
c2febae79e805eaeb2145b375d2765a45dcebe20ebc872e744fbdc9b3e267b52,189,4093191,2020-04-28 21:22:31,emurgo+fourth_entry_781m,2,2,1133763382382,8,8
84d1ef7799b95134a7889de5ab818fc106161aff7b345966090a49bb52b04b9a,189,4096855,2020-04-29 17:44:51,emurgo+fourth_entry_781m,2,2,1123585037516,9,9
b09b10270712a5f04ad4048e4a7f4855f5f0c32e96cab26acdd792eedd558a70,189,4098685,2020-04-30 03:54:51,emurgo+fourth_entry_781m,2,2,182961393816,9,9
75a84e019d90960299040ad821b73dc4a9202ce25ff5be02476f239a42977b8a,189,4099537,2020-04-30 08:38:51,emurgo+fourth_entry_781m,2,2,222482284820,9,9
9258fd48f16c9e7092c8af6025e14c3a1574572cbcb3bdb927e0fdb583291519,193,4184326,2020-05-19 23:42:11,emurgo+fourth_entry_781m,2,2,22998000000,9,9
b4a5b23443dc87548f811667ede54dba05e0a7b1e6434c440a862dce2d9539ab,195,4229212,2020-05-30 09:18:31,emurgo+fourth_entry_781m,2,2,6011595312642,7,7
136541e3c215a0f84e12a0d82c2088816ce59f64c6da8410347fef1b8f60e50a,196,4235131,2020-05-31 18:11:31,emurgo+fourth_entry_781m,2,2,800000000,8,8
d0cd9c4503f540def0620cbe2dc1d726efe9619629754589bf306aeb3d7a3a72,196,4235248,2020-05-31 18:50:31,emurgo+fourth_entry_781m,2,2,798000000,9,9
26f0ecb8c5357354666e7c05c21998fa523c0bcf17c9145a7f841e4eba6123c6,200,4336356,2020-06-24 04:37:51,emurgo+fourth_entry_781m,2,2,2000000,9,9
bb6d140429240fd7df6707670a756228f5eb8fba53faa812ae40d423843913ec,204,4405153,2020-07-10 03:10:31,emurgo+fourth_entry_781m,2,2,304282000000,6,6
c01cf4c910ce98791cd3af442f4c040a320788908ebbba6b2049d78ce42c05aa,204,4409664,2020-07-11 04:14:11,emurgo+fourth_entry_781m,2,2,425600000000,7,7
3e98002d5f0ed28c479cda26df175106b0b44031cca9ab11120c34ccd97316df,204,4409774,2020-07-11 04:50:51,emurgo+fourth_entry_781m,2,2,138982000000,8,8
f7a422515233ef82eb32e97181ddb5ac30c87fb2c402b855d3cd726786879c3b,204,4409955,2020-07-11 05:51:11,emurgo+fourth_entry_781m,2,2,199999557574,9,9
de0e0ca14895d2f47a4d79988498c55ed84d84360a978e196973bb3e3bbe8b06,204,4410752,2020-07-11 10:16:51,emurgo+fourth_entry_781m,2,2,654122390094,9,9
0d84d059ab48550e69fb1297a96e54d0fdc31f4255ad8535524b7a3b3f03555b,205,4431180,2020-07-16 03:46:11,emurgo+fourth_entry_781m,2,2,79644852,7,7
a1d74377620c9450e07b92ac91ec18303f0b2d1373191d2b2d99cddfe0ff3824,208,4493356,2020-07-30 13:33:31,emurgo+fourth_entry_781m,2,2,10178000000,9,9
e04ee211d3c22f660a0ad6465e91fbd2fce23c9fb08017d6607639fe00943ef3,208,4496091,2020-07-31 04:52:31,emurgo+fourth_entry_781m,2,2,3578416000,7,7
fbb8befba21675b4fb00f2a10748245386a923c7941d2ad06698267d72713bea,208,4496094,2020-07-31 04:53:31,emurgo+fourth_entry_781m,2,2,3578416000,8,8
65b4d5c9ec9ae48ac63fcb2f52209d869c1fbd7ac5cce29fba15221778b3cafa,208,4497052,2020-07-31 10:12:51,emurgo+fourth_entry_781m,2,2,8656000002,8,8
cadb714b8fa9e615e876c14cfbc5eb36ac962e1d144b8b919b4f507f9ebf02a3,208,4499162,2020-07-31 21:56:11,emurgo+fourth_entry_781m,2,2,4382000000,9,9
dc62732d3c861395d9f24ea28d71f9ed42efa2471eaf4db439ee488af46e6975,208,4501528,2020-08-01 11:04:51,emurgo+fourth_entry_781m,2,2,4749764000,8,8
13306033d2dc375fe0dc41deb93ba03e4770947b89c9e96c81aaebae24a36b0e,208,4501545,2020-08-01 11:10:31,emurgo+fourth_entry_781m,2,2,3665442520,9,9
f2bf1318db2bb961ce9b155fea547a74a1054e61a18cbae44521e763c3776289,209,4530374,2020-08-08 03:37:11,emurgo+fourth_entry_781m,2,2,169928684346,8,8
d582766c7cdcbf13acd20aeb088b8b262c466c7bfcfe8b87932e4878659f1112,210,4541654,2020-08-10 18:19:11,emurgo+fourth_entry_781m,2,2,1028838646,9,9
36620a5c5d1ff162ec1dda1cd5753a98b389a1de325c2e78679407215e5c253b,210,4541851,2020-08-10 19:24:51,emurgo+fourth_entry_781m,2,2,18000000,9,9
eaa0e3c0738557e554f24d656b5fb23114bc9df784442a80750a502e5ee92151,211,4556466,2020-08-14 05:02:10,emurgo+fourth_entry_781m,2,2,2000000,9,9
c25259ef5b3c9accdd9633e6c0b7fc309881a83dc60c0e98dc5a2e4195df5df0,213,4610083,2020-08-26 18:49:43,emurgo+fourth_entry_781m,2,2,19999033082,8,8
492e42a867816f2a5f0275a7c11f253a21c330b783646ef4c75fdc5c443f3f76,215,4643772,2020-09-03 14:59:59,emurgo+fourth_entry_781m,2,2,31218000000,8,8
743e91559330b9b8bb91f5563e386e5f751002cc4edbf5476ebd767869c5e936,218,4713742,2020-09-20 06:03:16,emurgo+fourth_entry_781m,2,2,8655654128,9,9
f72428b91e129461608b8c7559ee25c868ebdab4c30323ee8eed94f0c9f7bbc7,219,4726593,2020-09-23 08:38:23,emurgo+fourth_entry_781m,2,2,4998000000,9,9
b2d87e4c8ae1b5e89e08c77f859cd8da338ca81a26879b6edb6d67362de3ddb6,221,4788214,2020-10-07 15:45:10,emurgo+fourth_entry_781m,2,2,3000000000000,8,8
9b45b0a753f6d0aca35edc890259cbc99d1f3eacaf6c777213aef560d2a38149,221,4788292,2020-10-07 16:13:07,emurgo+fourth_entry_781m,2,2,200000000,9,9
12dda947b4acff2c7cb70bd3b7d74f0445560f8f5d9e9028701e2035d4324e02,222,4793008,2020-10-08 18:33:00,emurgo+fourth_entry_781m,2,2,2400607210,7,7
97f7cb9a68a573a25d36bb31deeedd7be603b6b7a427674e72a18e0f1f140e7f,222,4793271,2020-10-08 20:00:24,emurgo+fourth_entry_781m,2,2,3868000000,8,8
c529b1206f34944c5e5d2415ce1b13245d0ebabae2db0ffe37b11a3614776db7,222,4793359,2020-10-08 20:29:17,emurgo+fourth_entry_781m,2,2,38065626758,9,9
60b15e013d334b0e7a2c4d6735eb44cb260be8479b81521fadabecb33db25213,229,4950339,2020-11-14 16:17:36,emurgo+fourth_entry_781m,2,2,6109276680,9,9
5cc1fe4ca3d8a000b1d8742c6c79fb521bb051c715bcf34270c319a44b8b536f,232,5021329,2020-12-01 10:57:12,emurgo+fourth_entry_781m,2,2,108170647986,8,8
e2e188d6646cad461883d053f73bc0420df55cdb25daa7d159483220ec7889d9,232,5021330,2020-12-01 10:57:21,emurgo+fourth_entry_781m,2,2,3107966000000,9,9
e2f82b38cdc63a508bf07656a8cd061058cea9b5467625efe731896ee6b00caa,238,5143185,2020-12-30 06:06:36,emurgo+fourth_entry_781m,2,2,2999799654918,9,9
8dc2baf204fa300644587d7c0de794d4f082b3dc1bdd6194985ff56c0f0a0f02,240,5173582,2021-01-06 10:11:39,emurgo+fourth_entry_781m,2,2,2140423800,9,9
256401ae7f5999afe9314f2caacee9ad2db936e7660dcd1cc9f362c98522c258,240,5180303,2021-01-07 23:39:38,emurgo+fourth_entry_781m,2,2,26896,8,8
abebf24d9d327cb01c198d0d712e70c9539d924bd23089be23ff37108dc6f3eb,240,5180365,2021-01-08 00:00:28,emurgo+fourth_entry_781m,2,2,5112986892,9,9
4a011ef2be9948bf3f893f6545422222cc30f254dbf0c7678a2e4ccd90303ebd,241,5194383,2021-01-11 06:49:08,emurgo+fourth_entry_781m,2,2,5998000000,9,9
de9564c0ced9c8d51c9a6e401f7de95ca843ffe2ab6fe7d33339502468403ed2,241,5194409,2021-01-11 06:58:50,emurgo+fourth_entry_781m,2,44,99809963780,9,9
a8455186082d009519b831abd02efe3084c55a62f212e3287e3a5a9b81d45e47,245,5295161,2021-02-03 18:08:26,emurgo+fourth_entry_781m,2,2,2000000000000,8,8
43f92ab5640dcf3f155553985ca29914ddc114035c4a2db2c22496f7c44456ce,245,5296194,2021-02-03 23:55:58,emurgo+fourth_entry_781m,2,2,1999799651662,9,9
b8bc7e744d10cc3615a7904eaf22654fa7ad73a278aeaae821cb31d8f076f37e,248,5352880,2021-02-17 05:40:47,emurgo+fourth_entry_781m,2,2,425599305260,8,8
cc212027441cb0793e3c8f616eeaf6c6706dd7d9ef51246d9466fd87ab448ea6,248,5356475,2021-02-18 01:56:16,emurgo+fourth_entry_781m,2,2,4258734998,8,8
f9cf12738f5eaed08516948f14d544f36e71d1b1e6f7200c88fbb8074c9d7696,248,5360812,2021-02-19 02:07:04,emurgo+fourth_entry_781m,2,2,425588964754,9,9
328adeb7459c93f1b7a895669aaf2aaa6307b95f5ae525538f338a65aec5371b,248,5362999,2021-02-19 14:16:02,emurgo+fourth_entry_781m,2,2,6000000,7,7
4e3a6e4c102eb604b82ecf672fa2c384799f6192eaa7206b48c96a923826544f,249,5369450,2021-02-21 02:21:50,emurgo+fourth_entry_781m,2,2,6557614704,8,8
c878d1224b34afc267a63998ff1167a68e83864bb6bd983a6b9e51683be63027,249,5370204,2021-02-21 06:39:51,emurgo+fourth_entry_781m,2,2,3011594967776,8,8
e2953a636bc9d58c9050cf5d6af0a6659068818df5edbb9b887bd6ece886c112,249,5373835,2021-02-22 03:22:53,emurgo+fourth_entry_781m,2,2,1000000000000,9,9
7d1251ed9e231659de927276464a9ea82f23e99e0477034931e1539a995093b7,249,5377922,2021-02-23 01:56:20,emurgo+fourth_entry_781m,2,2,1200000000,9,9
01b98a139b9c1760a80ce34f704b904199e3d78e07e91ddcc1a7c4a8ee70a337,250,5389012,2021-02-25 16:03:34,emurgo+fourth_entry_781m,2,2,200000000,9,9
0ab26ed3998162b8bfcadd1de5d7ca561e63b4f3b91c0ff296a438229851fd5a,250,5395970,2021-02-27 08:02:15,emurgo+fourth_entry_781m,2,2,10000000,9,9
7bae1965931ee845d3d534eedc8cd290793ca45316b57d7852ac4eb4e544b681,270,5814142,2021-06-06 02:51:53,emurgo+fourth_entry_781m,2,2,79200000,8,8
da58094476b2b5bfa52f9b24fb28f850321ecd96db062a8ee866b96350983747,276,5958017,2021-07-09 16:46:29,emurgo+fourth_entry_781m,2,2,28530660000,8,8
3e05c103119094a2c3e6e2568d41dceb53edce0b074bb033618a0b1ee40b6e25,280,6034936,2021-07-27 17:49:24,emurgo+fourth_entry_781m,2,2,65664000000,9,9
64ec1c8ebeee1fe45e8d09ebd1d3617da8ed9a2e5ec61da984008e7ac0a8d843,284,6122689,2021-08-17 05:13:36,emurgo+fourth_entry_781m,2,2,26673400084,8,8
8b53f8045ae9536635a03c39bdf5805dafc529510592f08bc966c668e9482afd,286,6151351,2021-08-23 22:59:38,emurgo+fourth_entry_781m,2,18,273721685140,8,9
5a4028a226fc9ecb82f173db5d7937246438a198d7a6906a0e5d9cc399bf949f,286,6151549,2021-08-24 00:05:18,emurgo+fourth_entry_781m,2,2,140000000000,9,9
841b039a736b706eda0c74d4618dc917da8a76811bf19b06d17a41ebf8466b7a,287,6190323,2021-09-02 02:04:42,emurgo+fourth_entry_781m,2,2,201499716040,9,9
eb4f70d7f9e59a4930769cba4cdd8d2e8ff8bfe3530c8a073c276a06381499a3,297,6390112,2021-10-19 08:10:49,emurgo+fourth_entry_781m,2,2,2011594619086,9,9
7b47903b0c395ab60eb39f7575e7b92ce5887e00aacede1b3227c9a1ae906cd7,305,6568551,2021-11-30 18:18:11,emurgo+fourth_entry_781m,2,2,5357252700,9,9
81d40a5a7a386178f9f1f449a18640bddfc01265d151f295106e17a436cff451,341,7300361,2022-05-27 19:26:18,emurgo+fourth_entry_781m,2,2,19998670224,9,9
4658b40df8cf4f27ad27d0d7d0659692c7fd4ef3439e03f0498b41d61152d955,341,7300402,2022-05-27 19:38:52,emurgo+fourth_entry_781m,2,2,942000000,9,9
7e09a2a11f36c8de0d374bef1d8e225eabbb5fe0b2658c05b4495b8d084f2db7,402,8584211,2023-03-30 17:47:10,emurgo+fourth_entry_781m,2,2,18730000000,7,7
4a55d48835e0a818097a9d4bcbbb6df07b998aa331d0d8d765c9ee2a44384904,402,8584272,2023-03-30 18:03:48,emurgo+fourth_entry_781m,2,2,76000000000,8,8
8a51cc790eb8a4e805d64051a9abec028ee6425fd69b4de37368edb2f5ab1e7d,402,8585062,2023-03-30 22:27:47,emurgo+fourth_entry_781m,2,2,1953287044,8,8
ae843fbe7de623787d07e9bd3108799dfc905dd8e60203a9bf78f0ac1ba10bed,402,8585426,2023-03-31 00:14:24,emurgo+fourth_entry_781m,2,2,76998000000,9,9
82f29bab0c9be5e2758ff669e425e8d32c440e2f4d79cf87d5041759729c4f64,402,8585438,2023-03-31 00:17:35,emurgo+fourth_entry_781m,2,2,1952000000,9,9
ba82dbbe35b17b1fe2822211086bc3a30f82c16bc96a8f80a0695c346747aa26,403,8593722,2023-04-01 23:46:36,emurgo+fourth_entry_781m,2,2,31217661870,9,9
