address,ada,genesis_date
Ae2tdPwUPEZEUgvucyakKc7c96KSPkxJpRBJCZVuRDDFhLsR38gfx4yfEPP,361016.000000,2017-09-23
Ae2tdPwUPEZLvfJ6eoQtZmUoU2Pfhjg2zt6mTcxi13koLrQmn83cuujVqXq,337729.000000,2017-09-23
Ae2tdPwUPEZENzCBP4ehY3Xzyir16UE7JW5Sp4CHa7Ab5i5DFmpDe13BTZH,298474.000000,2017-09-23
Ae2tdPwUPEZGVErYNZQq6CViYVK6pYqVfjWkGmGjCUeYF9hxwSdVFo7tvYK,1.000000,2017-09-23
Ae2tdPwUPEZ6iZVnVQJp36X6XmEHGZReZRabdXc2pwLciGBH7oBfsq9faJa,1.000000,2017-09-23
Ae2tdPwUPEYxtZzkDRWhiXdWdXnz5y97rPuqpAu3RJxesieYszkqYsCtzry,1.000000,2017-09-23
Ae2tdPwUPEYy4C2hfRj83XPs3uit65xDeCV2MBHUcTv6fLTu4GzopCdM17v,1.000000,2017-09-23
Ae2tdPwUPEZ9SCBHhsjZxMa9iJhn1kvQpHJQBLP5NadfKhmhopvNRd62g6N,1.000000,2017-09-23
Ae2tdPwUPEZ4cd5tGgguwy37UbRrm64u5nc48VoLtrirse2SJ7E8u9g2SR9,1.000000,2017-09-23
Ae2tdPwUPEZ7VT8qkjbU2b2oZeGbAXP7EQSBtgeuhpiSwxULFMBZAjUz7w8,1.000000,2017-09-23
Ae2tdPwUPEZF3NULCHgAFSknUwSLbpVopCEsmFo936AMydE1mUmpuN96yLw,1.000000,2017-09-23
Ae2tdPwUPEZ9M3RTf1KGeevppQvYDs1uPRRPg31ZXhbjKEKjbTjrWgtjXJC,1.000000,2017-09-23
Ae2tdPwUPEZ8hfYsPYzzE1AiwGHrn2r4t6x78NfR1aj6PGEgkqv6Mnn26Ds,1.000000,2017-09-23
Ae2tdPwUPEZG2ceTScZXxcUUYBN1Dx9QxWQ5cgEZwpzV3kZmbnTuZepGqZQ,1.000000,2017-09-23
Ae2tdPwUPEYwk3xmsCbYD8qwpQxPH3CXaQkVT7hMxjtNR9qwvB2p3d3W3Z8,1.000000,2017-09-23
Ae2tdPwUPEZLHVvTQDPbKGSitNGoAesaMEAd5vPGkVn711FqfUEFNbwSR2s,1.000000,2017-09-23
Ae2tdPwUPEZ15a6vYnc5WR6eQANEeqqqKmnqs13zFErc8HpF7HnYipP2cz6,1.000000,2017-09-23
Ae2tdPwUPEZN1epLCcLzshhBgrM4xqVhB8GJTknD6NbooTPcDxnLeSbvSjw,1.000000,2017-09-23
Ae2tdPwUPEZKWXpL7LtYSTXcUcMTN1eQF3CgqRHGw6c4Ph3utHK5cTvQoiL,1.000000,2017-09-23
Ae2tdPwUPEZCWe8mq1mShAEebZP77ieLqWmBtkVvU3WQyKkWgJ7EDRCoCNA,1.000000,2017-09-23
Ae2tdPwUPEZ6GiVYGe4icFxV4FYxahJQX5XxptMNttczXu5pbNKtyfG1cFC,1.000000,2017-09-23
Ae2tdPwUPEZBwdY8LBkVngwigtirsnViRYLzbvD98cFksYKtQxNbRwkbUL5,1.000000,2017-09-23
Ae2tdPwUPEZKZgjn8TUdeZBSbHAXnQ5oV1n1Qt4gzwPoKvfMgCti8QZsL7A,1.000000,2017-09-23
Ae2tdPwUPEZMcqKYZ5ZKdG18CPAuNT5BPPUi9Fgg2SgdKanFz2gzhg4NtNn,1.000000,2017-09-23
Ae2tdPwUPEYynVuGD3Ajo77N9kWW7J5ehzDXe4bFbAMMf8zTnSotLWFagrS,1.000000,2017-09-23
Ae2tdPwUPEZHMT7YgozqbMUs23nFYLiC2uBeAzmoqU3f12z4BA5kTvn4q5Y,1.000000,2017-09-23
Ae2tdPwUPEZ2Ke8B3HYsKJc2RiA5Dz3NCwFz1D1NQ95AmG3r8JpRhVo1nuQ,1.000000,2017-09-23
Ae2tdPwUPEYwYvV4eMPnCiQEzVmVTXgXWTjCnKAn1ajzxwYxcYXqDWTBL6d,1.000000,2017-09-23
Ae2tdPwUPEZBJ4tUET4qntZcHS5FruTiq5ExvQw9J7piobrPYCzRKsen1om,1.000000,2017-09-23
Ae2tdPwUPEZ4e5qQEa88CWjqFoRufhMz985tZnxe1MLf5CH9rcc5rBNU2H1,1.000000,2017-09-23
Ae2tdPwUPEZ6rkVXnvghgLYmd5ugoi2DWUbcayyq4UJPcLRQwWJWGnD7nnK,1.000000,2017-09-23
Ae2tdPwUPEZGHaV7fKpEYxegyH69YrDdQRbzEkc6FhznvBcfMB9FYXGECYA,1.000000,2017-09-23
Ae2tdPwUPEZLH5TH7YX2zo179dDixF4W4M4KTMKmYs3dKMCDmq49DRs3Pey,1.000000,2017-09-23
Ae2tdPwUPEZ2vpS2c3TzUy7u1Ti7KTrxN9D3WRzRyMT523FFTKKp2fWc6d9,1.000000,2017-09-23
Ae2tdPwUPEZ4xDLgV9gJP4wdPQuTvmgLMaQdhZnFNeigyTUrzWk5gyaiYoa,1.000000,2017-09-23
Ae2tdPwUPEYys6BZf2keyMy2gKAYHKHg1vAvJa5WNsrP7Eyq4P8iRpdfJso,1.000000,2017-09-23
Ae2tdPwUPEZE7TWjfX1Vob3WNaW9YqVmHiDpdNHjhFNMNPss8wRFfve7nYX,1.000000,2017-09-23
Ae2tdPwUPEZCeH3n9NswLTXpd5xPC8zE2wCo1ikG59M8yXSau2GDj9G7PRq,1.000000,2017-09-23
Ae2tdPwUPEZMXzumJEoeosPnU9rRrTN1LGa3zU1FsDN1zWBxZTDr4fVQ2C3,1.000000,2017-09-23
Ae2tdPwUPEZGBYLSxXkwjHaqRes6EchB7x5VT14jzdVMqDXJdXym1nBqoGz,1.000000,2017-09-23
Ae2tdPwUPEZJDvFyDk6egC6EsioGvPnmVcQkw7QsU8Wrnq2zfmPzqcVZtio,1.000000,2017-09-23
Ae2tdPwUPEYykdc47NThW4MBEadziy5DzfZFm9nTc237UQS1gEv5nPyPw5p,1.000000,2017-09-23
Ae2tdPwUPEZCGmF8poofzC8f53Q5udNRqTRrNyzaVsmsNzrss4Fsjqc5h6Z,1.000000,2017-09-23
Ae2tdPwUPEZHkNErpq8W3qXmoshUz26yyNyKUhWCZnCqbyEjYwj83goEMSG,1.000000,2017-09-23
Ae2tdPwUPEZMM7z7AK1FueguStYQFccK7aZpbhXrQFz6ZJAMdR6H1PKLZKb,1.000000,2017-09-23
Ae2tdPwUPEZ4Fmt481dbxdbwGtN3LjshqgwAw3FQNw2HT8Smy5JLc7PNkvr,1.000000,2017-09-23
Ae2tdPwUPEYwbhJefpo8HnByFh2Gu3weHk9xqzbwCWhV9LMwdhJgKftj23B,1.000000,2017-09-23
Ae2tdPwUPEZLVXYZZhAvnyepxoqQgo8KwP7hh4Pkzsa3Ac5ASMTsk6NXSrj,1.000000,2017-09-23
Ae2tdPwUPEZFdcW8MaYNxoJJkKmkSwJD5D4AdJPBLLn7PCVMenKMvwtWV8K,1.000000,2017-09-23
Ae2tdPwUPEZF6osXN99KJnFT7T1AAr43SEMLgdTHU46CFXm5EbKCPhm1saP,1.000000,2017-09-23
Ae2tdPwUPEZ2qnXQ4h6o3hvd2jQxs7PwC2TkCjBqSwumqCCmmDEAtzMuoJN,1.000000,2017-09-23
Ae2tdPwUPEZMTYmBSzSf8nmcfMRSMJBAFrywpFEYWPef4FRamLPdSMktR8c,1.000000,2017-09-23
Ae2tdPwUPEZFCeeoUkaaNZrpCyjwYcKKuUitmjGHCNjtnRLftfpfTj8TzzF,1.000000,2017-09-23
Ae2tdPwUPEZCBXuuz8Q1spC4zcdVhkuLtQbbcGyxKGGG4jqEvhvXGeK1PKB,1.000000,2017-09-23
Ae2tdPwUPEZBRHCAhkLfT6echZJ3owEFYs62dsDuXZuviV9mLSaXQ9m9E9K,1.000000,2017-09-23
Ae2tdPwUPEZDbDvMvbRvitjTCepjFN7rJMWHMeu7TtP39YaggrcCs74ezbB,1.000000,2017-09-23
Ae2tdPwUPEZMP4Tuf2U9ZrLuRBF14kxXiTfpi8KAigrQk7MkczMQ6tbzXfj,1.000000,2017-09-23
Ae2tdPwUPEZ24FUTm4yK5xpDn4NLZPynBUp8UG95ZNcVgWdRe4AfB445spz,1.000000,2017-09-23
Ae2tdPwUPEZ1fdYQjBSMA9AZm3zxFdF9Q4wmixU2TvHpz46wibUcnAPuuUN,1.000000,2017-09-23
Ae2tdPwUPEZGBuSXkB2fNfLXPbsCnZ6YYeAMBoqorrDtWWAnwyhh8enGtQH,1.000000,2017-09-23
Ae2tdPwUPEZFP9GKkA5dCkPUy2Nvy6RCUH4eaLsmrJNNvrXui9GZQxo8u4q,1.000000,2017-09-23
Ae2tdPwUPEYw4T7N8YpCLRLfJuhFHfs6xozAbRJ1KVWhkDXoGSHvnbMbAF8,1.000000,2017-09-23
Ae2tdPwUPEZDe1C5zxMDdWM48PMzM3yWUaDHb9WAUFr4HHU37NBfHjA9e6K,1.000000,2017-09-23
Ae2tdPwUPEZ734dRvofwgpHsUyjE5JMdr3h8QLrC6RghQtewHDhEZ4gob49,1.000000,2017-09-23
Ae2tdPwUPEZFFcdXyP2Q8CN7JGvtCDvXAFhY7CcY8D1knD9s72jY63FFMXn,1.000000,2017-09-23
Ae2tdPwUPEZ9JcVPLc5AWawtkzhEPANDzczomNtXMnxMHoweza5qLfXikLi,1.000000,2017-09-23
Ae2tdPwUPEYyPF8vBEw5AXGE2q85SGkAger2bqDJzShitmP5FUpLeXBiP2M,1.000000,2017-09-23
Ae2tdPwUPEZGxcEsyozZ3aqhaz1grKyysuVoboqzNviuZ2K6U3KBJxyBA3s,1.000000,2017-09-23
Ae2tdPwUPEZ4wea88u69gBJqyTz66xPDFkPn9tVkfaNDfEc1EsacqNuSpmA,1.000000,2017-09-23
Ae2tdPwUPEYyqG9XVCRgJvwBBXJZNYsW2xZFSq79SChRoicYCExZt5jcodh,1.000000,2017-09-23
Ae2tdPwUPEZM4G2piAMvm8urM2RH5TpV6i8RU4F2dj9EzP1SPBQqPxZvrTg,1.000000,2017-09-23
Ae2tdPwUPEZ4wD9gRoyno6VYh9iNetZLBMFEVtr6JczmrcawqPV5FAie4HC,1.000000,2017-09-23
Ae2tdPwUPEZ4Kcjjf8vsGHK9dBiZEGZ1oJ1UZR4mi2AbZdPc99vaG9FuRqD,1.000000,2017-09-23
Ae2tdPwUPEYwcr8e1wU3oC21ZHTNsLdo9x47FP1ccs3xrsQVSyfrafp3UNW,1.000000,2017-09-23
Ae2tdPwUPEYvvc466iYNNxXzuKRNjb9AEJBgLXpMQGBXTwXAESA7gU9wRob,1.000000,2017-09-23
Ae2tdPwUPEYxgKaWPwrRvVMPpe86sTzZej7BaenwPS8sZ87FKsWgncTQm7J,1.000000,2017-09-23
Ae2tdPwUPEZH42zWR6GVgENqGs1yob6meP7sYqbCWknHgngAKUzTJQgu9QL,1.000000,2017-09-23
Ae2tdPwUPEZDepsZndMe9ry9n1tpHv8GATmrA7gE8VTzh2P4u2gVeU16gef,1.000000,2017-09-23
